"DateTime","Volume (24h)"
"2016-12-22 19:00:00",243860000
"2016-12-24 19:00:00",180072000
"2016-12-26 19:00:00",149052992
"2016-12-28 19:00:00",293616000
"2016-12-30 19:00:00",236040992
"2017-01-01 19:00:00",188274000
"2017-01-03 19:00:00",263236992
"2017-01-05 19:00:00",615907968
"2017-01-07 19:00:00",343017984
"2017-01-09 19:00:00",192399008
"2017-01-11 19:00:00",386102016
"2017-01-13 19:00:00",223600992
"2017-01-15 19:00:00",113635000
"2017-01-17 19:00:00",194284000
"2017-01-19 19:00:00",130782000
"2017-01-21 19:00:00",136883008
"2017-01-23 19:00:00",97353104
"2017-01-25 19:00:00",150236992
"2017-01-27 19:00:00",184704000
"2017-01-29 19:00:00",85046200
"2017-01-31 19:00:00",214916992
"2017-02-02 19:00:00",177143008
"2017-02-04 19:00:00",194102000
"2017-02-06 19:00:00",137586000
"2017-02-08 19:00:00",233024992
"2017-02-10 19:00:00",220735008
"2017-02-12 19:00:00",83813296
"2017-02-14 19:00:00",200404000
"2017-02-16 19:00:00",178374000
"2017-02-18 19:00:00",125530000
"2017-02-20 19:00:00",146864000
"2017-02-22 19:00:00",163139008
"2017-02-24 19:00:00",386668000
"2017-02-26 19:00:00",150510000
"2017-02-28 19:00:00",284716000
"2017-03-02 19:00:00",570705984
"2017-03-04 19:00:00",244251008
"2017-03-06 19:00:00",220022000
"2017-03-08 19:00:00",415950016
"2017-03-10 19:00:00",735966976
"2017-03-12 20:00:00",400392000
"2017-03-14 20:00:00",452431008
"2017-03-16 20:00:00",1222800000
"2017-03-18 20:00:00",1118680064
"2017-03-20 20:00:00",544150016
"2017-03-22 20:00:00",631254016
"2017-03-24 20:00:00",966321024
"2017-03-26 20:00:00",541164032
"2017-03-28 20:00:00",558588032
"2017-03-30 20:00:00",782729024
"2017-04-01 20:00:00",541278016
"2017-04-03 20:00:00",1205040000
"2017-04-05 20:00:00",911342976
"2017-04-07 20:00:00",567630976
"2017-04-09 20:00:00",477324992
"2017-04-11 20:00:00",383667008
"2017-04-13 20:00:00",691377024
"2017-04-15 20:00:00",415431008
"2017-04-17 20:00:00",517019008
"2017-04-19 20:00:00",573859968
"2017-04-21 20:00:00",521179008
"2017-04-23 20:00:00",580958976
"2017-04-25 20:00:00",458903008
"2017-04-27 20:00:00",979403008
"2017-04-29 20:00:00",947835008
"2017-05-01 20:00:00",1571139968
"2017-05-03 20:00:00",1221920000
"2017-05-05 20:00:00",2075820032
"2017-05-07 20:00:00",2381969920
"2017-05-09 20:00:00",2476640000
"2017-05-11 20:00:00",1529709952
"2017-05-13 20:00:00",1098070016
"2017-05-15 20:00:00",1481289984
"2017-05-17 20:00:00",2293519872
"2017-05-19 20:00:00",2667899904
"2017-05-21 20:00:00",2676199936
"2017-05-23 20:00:00",3089890048
"2017-05-25 20:00:00",5551830016
"2017-05-27 20:00:00",4543940096
"2017-05-29 20:00:00",2490530048
"2017-05-31 20:00:00",3922650112
"2017-06-02 20:00:00",3134070016
"2017-06-04 20:00:00",3325080064
"2017-06-06 20:00:00",4285400064
"2017-06-08 20:00:00",2827269888
"2017-06-10 20:00:00",5724980224
"2017-06-12 20:00:00",7365640192
"2017-06-14 20:00:00",4640840192
"2017-06-16 20:00:00",3628110080
"2017-06-18 20:00:00",4392139776
"2017-06-20 20:00:00",5460839936
"2017-06-22 20:00:00",3382970112
"2017-06-24 20:00:00",3010210048
"2017-06-26 20:00:00",5796610048
"2017-06-28 20:00:00",4589420032
"2017-06-30 20:00:00",2797619968
"2017-07-02 20:00:00",3227069952
"2017-07-04 20:00:00",3650040064
"2017-07-06 20:00:00",2597250048
"2017-07-08 20:00:00",3001179904
"2017-07-10 20:00:00",3256410112
"2017-07-12 20:00:00",4307570176
"2017-07-14 20:00:00",2751190016
"2017-07-16 20:00:00",4084709888
"2017-07-18 20:00:00",5824130048
"2017-07-20 20:00:00",5977739776
"2017-07-22 20:00:00",2760440064
"2017-07-24 20:00:00",2150840064
"2017-07-26 20:00:00",2470469888
"2017-07-28 20:00:00",2711520000
"2017-07-30 20:00:00",1695559936
"2017-08-01 20:00:00",3911899904
"2017-08-03 20:00:00",2166850048
"2017-08-05 20:00:00",4790689792
"2017-08-07 20:00:00",3917829888
"2017-08-09 20:00:00",5464659968
"2017-08-11 20:00:00",5143059968
